Violation_ID,Violation_Type,Fine_Amount,Location,Date,Time,Vehicle_Type,Vehicle_Color,Vehicle_Model_Year,Registration_State,Helmet_Worn,Seatbelt_Worn,Driver_Age,Driver_Gender,Number_of_Passengers,Penalty_Points,Weather_Condition,Road_Condition,Officer_ID,License_Type,Issuing_Agency,License_Validity,Traffic_Light_Status,Speed_Limit,Recorded_Speed,Alcohol_Level,Breathalyzer_Result,Towed,Fine_Paid,Payment_Method,Court_Appearance_Required,Previous_Violations,Comments
VLT000388,Overspeeding,3662,Madhya Pradesh,2020-03-10,16:05:04,Bus,Brown,2009,Manipur,NA,Yes,39,Female,37,2,Clear,Potholes,OFF8164,Commercial,Special Task Force,Valid,Yellow,119,66,0.0,Not Applied,No,No,Pending,No,0,Warning Issued
VLT000389,Overspeeding,3662,Rajasthan,2020-03-10,00:41:54,Electric Scooter,Black,1999,Maharashtra,No,NA,48,Male,0,6,Snowy,Potholes,OFF8055,Permanent,Special Task Force,Expired,Green,59,40,0.0,Not Applied,No,No,Pending,No,10,Warning Issued
VLT000390,Red Light Violation,3383,Uttar Pradesh,2020-03-10,09:32:00,Car,White,1991,Maharashtra,NA,No,76,Male,2,0,Rainy,Potholes,OFF7706,Commercial,City Traffic Police,Valid,Yellow,97,50,0.14,Positive,No,No,Pending,No,11,First Violation
VLT000391,Illegal U Turn,564,Bihar,2020-03-11,20:03:05,Van,Black,1998,Goa,NA,Yes,57,Other,7,5,Windy,Potholes,OFF8266,Permanent,City Traffic Police,Valid,Green,53,65,0.0,Not Applied,No,Yes,Online,No,10,Repeat Offender
VLT000392,Driving Without License,4922,Dadra & Nagar Haveli,2020-03-12,08:41:30,Motorcycle,Brown,1991,Himachal Pradesh,Yes,NA,60,Male,1,5,Clear,Potholes,OFF3555,Commercial,Highway Patrol,Valid,Red,36,120,0.02,Negative,Yes,Yes,Online,Yes,0,Repeat Offender
VLT000393,Drunk Driving,1248,Rajasthan,2020-03-12,17:33:34,Bus,White,2008,Karnataka,NA,Yes,24,Female,37,3,Clear,Dry,OFF2383,Permanent,Highway Patrol,Valid,Yellow,83,63,0.0,Not Applied,No,No,Pending,Yes,4,Repeat Offender
VLT000394,Wrong Lane,2617,Uttar Pradesh,2020-03-13,19:18:49,Pickup,Blue,2000,Tamil Nadu,NA,Yes,56,Male,3,3,Foggy,Dry,OFF6092,Learner,Highway Patrol,Valid,Red,100,56,0.14,Positive,No,No,Pending,No,19,First Violation
VLT000395,Illegal U Turn,564,Uttar Pradesh,2020-03-13,16:25:31,Scooty,Orange,1992,Lakshadweep,No,NA,48,Male,0,2,Windy,Under Construction,OFF2191,Permanent,Highway Patrol,Valid,Green,33,39,0.02,Negative,No,No,Pending,No,16,Repeat Offender
VLT000396,Overloading,3057,Himachal Pradesh,2020-03-13,03:08:26,Bus,Blue,2013,Gujarat,NA,Yes,67,Male,37,6,Rainy,Dry,OFF6760,Permanent,Highway Patrol,Suspended,Yellow,52,37,0.0,Not Applied,No,Yes,Online,No,15,Repeat Offender
VLT000397,Red Light Violation,3383,Chandigarh,2020-03-13,03:23:09,Car,Black,2006,Rajasthan,NA,No,33,Other,2,5,Foggy,Wet,OFF7270,Permanent,City Traffic Police,Valid,Green,39,135,0.0,Not Applied,No,Yes,Online,No,10,Repeat Offender
VLT000398,Overloading,3057,Gujarat,2020-03-13,16:35:22,Tractor,White,2000,Assam,NA,NA,39,Other,0,3,Foggy,Wet,OFF6119,Permanent,Highway Patrol,Expired,Green,34,132,0.0,Not Applied,No,No,Pending,No,20,First Violation
VLT000399,Red Light Violation,3383,Andhra Pradesh,2020-03-13,14:17:42,Auto-Rickshaw,White,2016,Uttar Pradesh,NA,NA,54,Male,0,6,Foggy,Wet,OFF8210,Permanent,Special Task Force,Cancelled,Red,76,71,0.0,Not Applied,No,No,Pending,No,6,First Violation
VLT000400,No Parking,1211,Uttar Pradesh,2020-03-13,13:52:24,Tractor,Black,1996,Karnataka,NA,NA,39,Female,0,0,Foggy,Wet,OFF1674,Permanent,City Traffic Police,Expired,Red,47,136,0.0,Not Applied,Yes,No,Pending,No,13,Warning Issued
VLT000401,Drunk Driving,1248,Madhya Pradesh,2020-03-13,08:51:49,Truck,Orange,1997,Meghalaya,NA,Yes,29,Male,3,4,Foggy,Dry,OFF3431,Permanent,Special Task Force,Valid,Red,28,108,0.0,Not Applied,No,No,Pending,Yes,17,Repeat Offender
VLT000402,Driving Without License,4922,Puducherry,2020-03-14,02:35:51,Truck,Yellow,2020,Puducherry,NA,Yes,60,Other,3,3,Clear,Gravel,OFF4928,Permanent,City Traffic Police,Cancelled,Yellow,88,199,0.02,Negative,Yes,Yes,Online,Yes,14,Warning Issued
VLT000403,Drunk Driving,1248,Andaman & Nicobar,2020-03-15,21:37:28,Pickup,Green,2012,Assam,NA,Yes,63,Male,3,5,Foggy,Dry,OFF9140,Permanent,City Traffic Police,Suspended,Green,83,158,0.0,Not Applied,No,Yes,Online,Yes,12,First Violation
VLT000404,Mobile Phone Usage,4776,Tamil Nadu,2020-03-15,11:43:16,Car,Black,2008,Karnataka,NA,No,45,Male,2,2,Clear,Dry,OFF6930,Commercial,Highway Patrol,Expired,Red,76,93,0.02,Negative,No,No,Pending,No,20,Fine Paid On Spot
VLT000405,Driving Without License,4922,Karnataka,2020-03-15,02:30:45,Scooty,Brown,1994,West Bengal,No,NA,79,Male,0,8,Clear,Dry,OFF6349,Permanent,Highway Patrol,Valid,Red,59,156,0.0,Not Applied,Yes,Yes,Online,Yes,9,First Violation
VLT000406,Overloading,3057,Manipur,2020-03-15,15:26:55,Bus,Blue,2008,Karnataka,NA,Yes,72,Male,37,7,Windy,Under Construction,OFF3879,Permanent,City Traffic Police,Expired,Green,92,21,0.0,Not Applied,No,Yes,Online,No,8,Fine Paid On Spot
VLT000407,Mobile Phone Usage,4776,Kerala,2020-03-15,15:24:48,Scooty,Orange,2006,Telangana,No,NA,36,Male,0,3,Rainy,Wet,OFF5369,Permanent,Special Task Force,Expired,Red,42,180,0.0,Not Applied,No,No,Pending,No,10,First Violation
VLT000408,Wrong Lane,2617,Puducherry,2020-03-15,10:05:39,Scooty,Green,2002,Rajasthan,No,NA,72,Other,0,5,Clear,Dry,OFF3168,Permanent,City Traffic Police,Valid,Green,69,141,0.0,Not Applied,No,No,Pending,No,4,Fine Paid On Spot
VLT000409,Red Light Violation,3383,Rajasthan,2020-03-15,00:58:34,Scooty,Grey,2003,Maharashtra,No,NA,30,Other,0,5,Rainy,Potholes,OFF2268,Learner,City Traffic Police,Valid,Red,112,80,0.0,Not Applied,No,No,Pending,No,12,Repeat Offender
VLT000410,Overspeeding,3662,Ladakh,2020-03-15,21:17:39,Auto-Rickshaw,Orange,2019,Uttar Pradesh,NA,NA,18,Male,0,8,Rainy,Potholes,OFF8212,Commercial,Special Task Force,Cancelled,Yellow,40,153,0.0,Not Applied,No,Yes,Online,No,2,First Violation
VLT000411,Driving Without License,4922,Rajasthan,2020-03-16,13:24:04,Motorcycle,Orange,2012,Tamil Nadu,Yes,NA,46,Female,1,6,Windy,Wet,OFF6580,Permanent,RTO Enforcement,Valid,Red,57,10,0.02,Negative,Yes,No,Pending,Yes,18,Fine Paid On Spot
VLT000412,Driving Without License,4922,Uttar Pradesh,2020-03-17,05:30:06,Auto-Rickshaw,Black,2003,Jammu & Kashmir,NA,NA,51,Other,0,2,Windy,Wet,OFF7965,Permanent,City Traffic Police,Valid,Green,30,81,0.02,Negative,Yes,Yes,Online,Yes,6,First Violation
VLT000413,Overspeeding,3662,Ladakh,2020-03-17,08:06:30,Truck,Orange,1997,Goa,NA,Yes,38,Female,3,0,Windy,Wet,OFF9491,Permanent,City Traffic Police,Valid,Green,86,25,0.0,Not Applied,No,Yes,Online,No,11,First Violation
VLT000414,Mobile Phone Usage,4776,Puducherry,2020-03-17,06:23:45,Tractor,Orange,2008,Maharashtra,NA,NA,46,Male,0,3,Foggy,Wet,OFF7600,Commercial,RTO Enforcement,Expired,Red,113,178,0.02,Negative,No,Yes,Online,No,18,First Violation
VLT000415,Mobile Phone Usage,4776,Daman & Diu,2020-03-17,02:40:26,Pickup,Orange,2011,Maharashtra,NA,Yes,71,Other,3,6,Rainy,Dry,OFF9562,Permanent,Highway Patrol,Valid,Green,64,62,0.02,Negative,No,No,Pending,No,2,First Violation
VLT000416,Driving Without License,4922,West Bengal,2020-03-17,20:42:12,Scooty,Red,1993,Delhi,No,NA,63,Other,0,8,Rainy,Under Construction,OFF4980,Permanent,RTO Enforcement,Suspended,Yellow,47,189,0.0,Not Applied,Yes,No,Pending,Yes,0,Warning Issued
VLT000417,Mobile Phone Usage,4776,Rajasthan,2020-03-17,02:20:23,Motorcycle,Red,1998,Dadra & Nagar Haveli,Yes,NA,61,Other,1,3,Clear,Dry,OFF2811,Learner,Highway Patrol,Suspended,Red,103,196,0.14,Positive,No,Yes,Online,No,6,First Violation
VLT000418,Drunk Driving,1248,Odisha,2020-03-17,21:55:58,Pickup,Blue,2007,Telangana,NA,Yes,80,Male,3,7,Windy,Potholes,OFF5346,Permanent,Special Task Force,Expired,Yellow,67,184,0.0,Not Applied,No,Yes,Online,Yes,8,Warning Issued
VLT000419,Overspeeding,3662,Chhattisgarh,2020-03-18,23:13:44,Car,Grey,1996,Uttar Pradesh,NA,No,26,Male,2,0,Clear,Dry,OFF9203,Learner,Special Task Force,Valid,Yellow,70,90,0.0,Not Applied,No,No,Pending,No,4,Repeat Offender
VLT000420,Illegal U Turn,564,Haryana,2020-03-18,07:01:28,Scooty,Grey,2017,Rajasthan,No,NA,78,Female,0,3,Clear,Potholes,OFF6053,Commercial,Special Task Force,Valid,Red,68,24,0.02,Negative,No,No,Pending,No,17,First Violation
VLT000421,No Parking,1211,Maharashtra,2020-03-18,11:30:18,Pickup,Yellow,2020,Gujarat,NA,Yes,79,Male,3,7,Foggy,Potholes,OFF6156,Commercial,City Traffic Police,Valid,Green,98,90,0.02,Negative,Yes,Yes,Online,No,3,Warning Issued
VLT000422,No Parking,1211,Madhya Pradesh,2020-03-18,02:34:06,Electric Scooter,Orange,2008,Jammu & Kashmir,No,NA,77,Other,0,2,Snowy,Dry,OFF5165,Commercial,Special Task Force,Valid,Yellow,63,165,0.0,Not Applied,Yes,Yes,Online,No,17,First Violation
VLT000423,Mobile Phone Usage,4776,Delhi,2020-03-19,00:53:22,Van,Silver,1992,Karnataka,NA,Yes,47,Male,7,1,Clear,Dry,OFF3658,Permanent,City Traffic Police,Valid,Red,23,19,0.02,Negative,No,Yes,Online,No,1,First Violation
VLT000424,Drunk Driving,1248,Dadra & Nagar Haveli,2020-03-19,10:39:24,Bus,Grey,2000,Punjab,NA,Yes,32,Other,37,6,Windy,Wet,OFF7925,Learner,City Traffic Police,Valid,Yellow,88,60,0.0,Not Applied,No,Yes,Online,Yes,13,First Violation
VLT000425,Drunk Driving,1248,Manipur,2020-03-19,13:38:57,Pickup,Black,1990,Telangana,NA,Yes,31,Male,3,0,Rainy,Under Construction,OFF1577,Learner,Highway Patrol,Valid,Yellow,26,135,0.0,Not Applied,No,No,Pending,Yes,0,First Violation
VLT000426,Overspeeding,3662,Andhra Pradesh,2020-03-20,01:15:13,Pickup,Red,2017,Karnataka,NA,Yes,68,Other,3,1,Clear,Potholes,OFF4386,Permanent,RTO Enforcement,Expired,Red,43,163,0.0,Not Applied,No,Yes,Online,No,3,Fine Paid On Spot
VLT000427,Red Light Violation,3383,Bihar,2020-03-20,00:58:50,Truck,Grey,2016,Tamil Nadu,NA,Yes,70,Male,3,3,Foggy,Wet,OFF7610,Learner,Special Task Force,Expired,Yellow,96,121,0.0,Not Applied,No,No,Pending,No,1,Repeat Offender
VLT000428,No Parking,1211,Rajasthan,2020-03-20,10:00:40,Auto-Rickshaw,Yellow,2018,Delhi,NA,NA,25,Male,0,8,Clear,Dry,OFF4033,Permanent,City Traffic Police,Valid,Green,115,100,0.14,Positive,Yes,Yes,Online,No,15,First Violation
VLT000429,Overspeeding,3662,Telangana,2020-03-20,07:24:49,Car,Other,1990,West Bengal,NA,No,26,Male,2,2,Clear,Dry,OFF7881,Permanent,RTO Enforcement,Valid,Yellow,116,200,0.0,Not Applied,No,No,Pending,No,2,First Violation
VLT000430,Mobile Phone Usage,4776,Uttarakhand,2020-03-20,09:11:56,Electric Scooter,Grey,2004,Andhra Pradesh,No,NA,36,Female,0,2,Windy,Gravel,OFF9007,Permanent,Highway Patrol,Valid,Yellow,106,124,0.0,Not Applied,No,Yes,Online,No,13,Repeat Offender
VLT000431,Illegal U Turn,564,West Bengal,2020-03-20,00:34:00,E-Rickshaw,Blue,2017,Andaman & Nicobar,NA,NA,76,Female,2,4,Windy,Wet,OFF4374,Permanent,Highway Patrol,Valid,Green,51,200,0.0,Not Applied,No,No,Pending,No,15,First Violation
VLT000432,No Parking,1211,Tamil Nadu,2020-03-20,00:58:03,Pickup,Red,2010,Andhra Pradesh,NA,Yes,68,Male,3,8,Clear,Wet,OFF2131,Learner,Special Task Force,Expired,Red,56,116,0.0,Not Applied,Yes,No,Pending,No,8,Repeat Offender
VLT000433,Wrong Lane,2617,Gujarat,2020-03-20,17:50:41,Motorcycle,Grey,2009,Delhi,Yes,NA,23,Male,1,4,Rainy,Potholes,OFF4738,Commercial,RTO Enforcement,Valid,Red,56,160,0.02,Negative,No,No,Pending,No,4,First Violation
VLT000434,Red Light Violation,3383,Gujarat,2020-03-21,07:14:31,Tractor,Brown,2019,Lakshadweep,NA,NA,60,Male,0,3,Rainy,Wet,OFF1022,Permanent,Special Task Force,Valid,Yellow,48,4,0.14,Positive,No,No,Pending,No,13,Repeat Offender
VLT000435,Overspeeding,3662,Madhya Pradesh,2020-03-21,06:57:44,Scooty,Black,2007,Kerala,No,NA,51,Male,0,1,Rainy,Potholes,OFF6602,Permanent,Special Task Force,Suspended,Red,103,100,0.0,Not Applied,No,No,Pending,No,12,Repeat Offender
VLT000436,No Parking,1211,West Bengal,2020-03-21,13:19:42,Truck,Blue,2009,Tripura,NA,Yes,49,Male,3,2,Rainy,Wet,OFF8906,Commercial,Special Task Force,Expired,Green,46,126,0.14,Positive,Yes,Yes,Online,No,7,Repeat Offender
VLT000437,Driving Without License,4922,Bihar,2020-03-22,11:56:48,Tractor,Other,2005,Lakshadweep,NA,NA,41,Female,0,1,Windy,Dry,OFF1152,Permanent,Special Task Force,Valid,Yellow,28,73,0.02,Negative,Yes,No,Pending,Yes,13,Fine Paid On Spot
VLT000438,Drunk Driving,1248,Punjab,2020-03-22,22:13:12,Car,Silver,2017,Andhra Pradesh,NA,No,53,Male,2,6,Clear,Gravel,OFF8993,Permanent,RTO Enforcement,Valid,Red,56,148,0.0,Not Applied,No,Yes,Online,Yes,13,First Violation
VLT000439,Mobile Phone Usage,4776,Telangana,2020-03-22,10:30:08,Electric Scooter,Orange,2003,Tamil Nadu,No,NA,69,Male,0,6,Clear,Potholes,OFF8115,Permanent,City Traffic Police,Expired,Red,65,193,0.02,Negative,No,Yes,Online,No,16,Fine Paid On Spot
VLT000440,Illegal U Turn,564,Delhi,2020-03-22,05:30:24,Van,Blue,1997,Karnataka,NA,Yes,78,Male,7,5,Rainy,Wet,OFF1143,Permanent,City Traffic Police,Expired,Yellow,101,155,0.02,Negative,No,No,Pending,No,18,First Violation
VLT000441,No Parking,1211,Maharashtra,2020-03-22,23:26:19,Truck,Orange,1999,Uttar Pradesh,NA,Yes,33,Male,3,3,Windy,Dry,OFF8500,Commercial,RTO Enforcement,Expired,Green,117,106,0.0,Not Applied,Yes,Yes,Online,No,17,First Violation
VLT000442,Driving Without License,4922,Andaman & Nicobar,2020-03-22,06:56:46,Tractor,Blue,1997,Kerala,NA,NA,31,Male,0,5,Rainy,Wet,OFF5864,Permanent,City Traffic Police,Expired,Yellow,21,148,0.0,Not Applied,Yes,Yes,Online,Yes,8,First Violation
VLT000443,Driving Without License,4922,Lakshadweep,2020-03-22,16:43:28,Bus,Yellow,1999,Karnataka,NA,Yes,62,Other,37,5,Windy,Potholes,OFF3413,Permanent,RTO Enforcement,Valid,Yellow,116,161,0.02,Negative,Yes,Yes,Online,Yes,6,Repeat Offender
VLT000444,Overloading,3057,Tripura,2020-03-22,00:08:22,Pickup,Orange,2011,Goa,NA,Yes,77,Female,3,0,Clear,Gravel,OFF6050,Permanent,Highway Patrol,Valid,Red,69,146,0.02,Negative,No,Yes,Online,No,7,Warning Issued
VLT000445,Wrong Lane,2617,Haryana,2020-03-23,17:33:45,Bus,Other,1992,Nagaland,NA,Yes,66,Other,37,7,Foggy,Dry,OFF3342,Permanent,RTO Enforcement,Expired,Green,112,119,0.0,Not Applied,No,No,Pending,No,11,Fine Paid On Spot
VLT000446,Mobile Phone Usage,4776,Karnataka,2020-03-24,16:17:31,Motorcycle,Orange,2020,Rajasthan,Yes,NA,59,Male,1,6,Clear,Potholes,OFF5474,Permanent,RTO Enforcement,Expired,Green,118,121,0.02,Negative,No,Yes,Online,No,19,Fine Paid On Spot
VLT000447,Mobile Phone Usage,4776,Bihar,2020-03-25,00:10:05,Van,Silver,2007,Andhra Pradesh,NA,Yes,65,Female,7,1,Foggy,Gravel,OFF4799,Permanent,RTO Enforcement,Valid,Yellow,22,36,0.0,Not Applied,No,Yes,Online,No,0,Repeat Offender
VLT000448,Drunk Driving,1248,Puducherry,2020-03-25,12:01:16,Pickup,Blue,2020,Odisha,NA,Yes,63,Other,3,7,Rainy,Dry,OFF4541,Learner,City Traffic Police,Valid,Red,29,138,0.02,Negative,No,No,Pending,Yes,11,First Violation
VLT000449,Overspeeding,3662,Maharashtra,2020-03-25,03:37:47,Car,Other,2002,Maharashtra,NA,No,49,Male,2,8,Clear,Dry,OFF1015,Learner,RTO Enforcement,Cancelled,Yellow,32,56,0.0,Not Applied,No,No,Pending,No,17,Repeat Offender
VLT000450,Driving Without License,4922,Haryana,2020-03-25,19:05:13,Bus,Grey,2012,Jammu & Kashmir,NA,Yes,33,Male,37,4,Rainy,Under Construction,OFF4032,Permanent,City Traffic Police,Expired,Green,116,163,0.02,Negative,Yes,No,Pending,Yes,1,Warning Issued
VLT000451,Red Light Violation,3383,Maharashtra,2020-03-25,16:07:16,Electric Scooter,Blue,2006,Bihar,No,NA,73,Male,0,7,Foggy,Dry,OFF4220,Permanent,RTO Enforcement,Expired,Red,97,58,0.02,Negative,No,Yes,Online,No,6,Fine Paid On Spot
VLT000452,Driving Without License,4922,Bihar,2020-03-25,14:59:44,Tractor,Yellow,2018,Karnataka,NA,NA,59,Male,0,2,Clear,Wet,OFF4738,Commercial,Special Task Force,Valid,Yellow,37,198,0.02,Negative,Yes,No,Pending,Yes,12,First Violation
VLT000453,Overspeeding,3662,Kerala,2020-03-25,16:02:48,Pickup,Yellow,2020,Telangana,NA,Yes,62,Female,3,4,Foggy,Potholes,OFF5283,Permanent,RTO Enforcement,Expired,Green,23,77,0.0,Not Applied,No,No,Pending,No,12,Fine Paid On Spot
VLT000454,Mobile Phone Usage,4776,Bihar,2020-03-25,06:23:30,E-Rickshaw,Green,1996,Delhi,NA,NA,53,Female,2,5,Windy,Gravel,OFF7178,Permanent,Special Task Force,Expired,Red,86,87,0.0,Not Applied,No,No,Pending,No,12,First Violation
VLT000455,Driving Without License,4922,Haryana,2020-03-25,01:14:00,Electric Scooter,Green,1999,Lakshadweep,No,NA,64,Male,0,0,Rainy,Under Construction,OFF6450,Permanent,Highway Patrol,Valid,Yellow,30,121,0.14,Positive,Yes,No,Pending,Yes,9,First Violation
VLT000456,Driving Without License,4922,Meghalaya,2020-03-25,05:05:10,Scooty,Silver,2015,Karnataka,No,NA,52,Female,0,1,Rainy,Under Construction,OFF2765,Commercial,Special Task Force,Valid,Yellow,37,115,0.0,Not Applied,Yes,No,Pending,Yes,2,Fine Paid On Spot
VLT000457,No Parking,1211,Manipur,2020-03-26,10:20:47,Electric Scooter,Red,1998,Bihar,No,NA,53,Female,0,1,Foggy,Dry,OFF6436,Permanent,RTO Enforcement,Valid,Yellow,115,165,0.0,Not Applied,Yes,No,Pending,No,11,First Violation
VLT000458,Mobile Phone Usage,4776,Kerala,2020-03-26,18:34:01,Pickup,Silver,1992,Maharashtra,NA,Yes,22,Female,3,6,Windy,Wet,OFF2795,Permanent,RTO Enforcement,Expired,Green,117,189,0.14,Positive,No,Yes,Online,No,2,First Violation
VLT000459,Red Light Violation,3383,Maharashtra,2020-03-26,01:01:50,Tractor,Other,1994,Gujarat,NA,NA,53,Female,0,1,Windy,Dry,OFF6025,Learner,Highway Patrol,Valid,Yellow,117,81,0.14,Positive,No,Yes,Online,No,13,Fine Paid On Spot
VLT000460,Red Light Violation,3383,Andhra Pradesh,2020-03-26,23:40:51,Scooty,White,2004,Bihar,No,NA,76,Male,0,1,Foggy,Dry,OFF5477,Permanent,Highway Patrol,Expired,Green,33,194,0.14,Positive,No,Yes,Online,No,13,First Violation
VLT000461,Driving Without License,4922,Gujarat,2020-03-26,05:25:01,E-Rickshaw,Grey,2014,Maharashtra,NA,NA,32,Male,2,3,Clear,Wet,OFF9588,Permanent,RTO Enforcement,Valid,Red,62,191,0.0,Not Applied,Yes,Yes,Online,Yes,7,Warning Issued
VLT000462,Mobile Phone Usage,4776,Maharashtra,2020-03-26,03:31:24,Pickup,Orange,2018,Uttar Pradesh,NA,Yes,52,Male,3,0,Foggy,Wet,OFF5729,Learner,Highway Patrol,Expired,Green,82,106,0.0,Not Applied,No,Yes,Online,No,7,First Violation
VLT000463,Overspeeding,3662,Maharashtra,2020-03-26,12:09:27,Truck,Brown,2005,Meghalaya,NA,Yes,70,Male,3,7,Windy,Wet,OFF4905,Commercial,RTO Enforcement,Expired,Yellow,34,47,0.0,Not Applied,No,Yes,Online,No,9,First Violation
VLT000464,Driving Without License,4922,West Bengal,2020-03-27,11:03:53,Scooty,Red,1994,Telangana,No,NA,18,Male,0,0,Snowy,Dry,OFF8848,Permanent,Highway Patrol,Expired,Yellow,107,42,0.02,Negative,Yes,No,Pending,Yes,0,Warning Issued
VLT000465,Mobile Phone Usage,4776,Maharashtra,2020-03-27,09:43:30,Motorcycle,Silver,2007,West Bengal,Yes,NA,55,Male,1,5,Rainy,Wet,OFF9042,Learner,RTO Enforcement,Suspended,Green,24,26,0.02,Negative,No,Yes,Online,No,3,Warning Issued
VLT000466,Driving Without License,4922,Andhra Pradesh,2020-03-27,19:11:52,Scooty,Blue,2019,Goa,No,NA,73,Male,0,8,Windy,Dry,OFF2490,Permanent,City Traffic Police,Expired,Green,89,137,0.14,Positive,Yes,No,Pending,Yes,5,Fine Paid On Spot
VLT000467,Red Light Violation,3383,Uttar Pradesh,2020-03-27,18:28:03,Car,Grey,2015,Daman & Diu,NA,No,48,Female,2,6,Snowy,Dry,OFF4889,Permanent,Special Task Force,Valid,Green,61,92,0.0,Not Applied,No,Yes,Online,No,2,Repeat Offender
VLT000468,Red Light Violation,3383,Uttar Pradesh,2020-03-27,04:37:43,Auto-Rickshaw,Brown,2005,Delhi,NA,NA,38,Male,0,1,Foggy,Potholes,OFF2357,Commercial,City Traffic Police,Valid,Green,88,135,0.0,Not Applied,No,Yes,Online,No,16,Repeat Offender
VLT000469,Overspeeding,3662,Karnataka,2020-03-27,07:20:36,Pickup,Grey,1992,Karnataka,NA,Yes,59,Other,3,7,Clear,Wet,OFF3649,Permanent,Highway Patrol,Valid,Red,72,43,0.02,Negative,No,Yes,Online,No,13,Warning Issued
VLT000470,Mobile Phone Usage,4776,Gujarat,2020-03-28,02:27:29,Van,Brown,2009,Lakshadweep,NA,Yes,21,Male,7,6,Clear,Potholes,OFF1894,Commercial,Highway Patrol,Expired,Red,22,173,0.0,Not Applied,No,No,Pending,No,13,First Violation
VLT000471,Illegal U Turn,564,Uttar Pradesh,2020-03-28,22:55:13,Car,Black,2008,Lakshadweep,NA,No,47,Other,2,3,Snowy,Gravel,OFF3113,Permanent,RTO Enforcement,Valid,Yellow,106,110,0.0,Not Applied,No,No,Pending,No,14,Repeat Offender
VLT000472,Mobile Phone Usage,4776,Uttar Pradesh,2020-03-28,05:03:00,Motorcycle,Silver,1991,Tamil Nadu,Yes,NA,35,Female,1,5,Foggy,Potholes,OFF1074,Learner,Highway Patrol,Valid,Yellow,84,51,0.02,Negative,No,Yes,Online,No,19,Repeat Offender
VLT000473,Overspeeding,3662,Gujarat,2020-03-28,07:09:16,Truck,Red,1998,Delhi,NA,Yes,40,Female,3,0,Clear,Potholes,OFF4299,Learner,RTO Enforcement,Cancelled,Green,115,189,0.14,Positive,No,No,Pending,No,3,First Violation
VLT000474,No Parking,1211,Arunachal Pradesh,2020-03-28,02:21:12,Auto-Rickshaw,Brown,2000,Lakshadweep,NA,NA,79,Male,0,4,Snowy,Dry,OFF1729,Permanent,City Traffic Police,Valid,Yellow,102,43,0.0,Not Applied,Yes,No,Pending,No,20,Fine Paid On Spot
VLT000475,Overspeeding,3662,Tamil Nadu,2020-03-28,14:28:03,Car,Brown,2015,Nagaland,NA,No,42,Male,2,6,Rainy,Potholes,OFF8669,Permanent,Special Task Force,Valid,Red,60,4,0.02,Negative,No,Yes,Online,No,10,Fine Paid On Spot
VLT000476,Driving Without License,4922,Maharashtra,2020-03-28,01:01:32,Van,Other,2008,Bihar,NA,Yes,42,Other,7,5,Clear,Dry,OFF1601,Commercial,Special Task Force,Valid,Red,30,127,0.0,Not Applied,Yes,No,Pending,Yes,19,First Violation
VLT000477,Overloading,3057,Kerala,2020-03-28,19:34:51,Van,White,2005,Telangana,NA,Yes,74,Male,7,5,Clear,Dry,OFF6638,Commercial,RTO Enforcement,Suspended,Green,21,191,0.0,Not Applied,No,No,Pending,No,13,First Violation
VLT000478,Mobile Phone Usage,4776,Dadra & Nagar Haveli,2020-03-29,08:23:47,Scooty,Brown,1994,Uttar Pradesh,No,NA,61,Male,0,5,Foggy,Under Construction,OFF9882,Permanent,City Traffic Police,Valid,Green,69,15,0.0,Not Applied,No,Yes,Online,No,17,First Violation
VLT000479,Mobile Phone Usage,4776,Lakshadweep,2020-03-29,00:57:09,Motorcycle,Silver,2020,Rajasthan,Yes,NA,71,Female,1,2,Rainy,Wet,OFF6600,Learner,City Traffic Police,Suspended,Yellow,35,199,0.02,Negative,No,No,Pending,No,13,First Violation
VLT000480,No Parking,1211,Tripura,2020-03-30,20:28:56,Scooty,Silver,1993,Nagaland,No,NA,60,Male,0,4,Snowy,Wet,OFF7444,Commercial,Highway Patrol,Suspended,Red,92,158,0.02,Negative,Yes,No,Pending,No,18,Repeat Offender
VLT000481,Illegal U Turn,564,Madhya Pradesh,2020-03-30,21:12:23,Pickup,Grey,1995,Rajasthan,NA,Yes,21,Male,3,3,Rainy,Potholes,OFF6692,Permanent,Highway Patrol,Valid,Red,98,13,0.0,Not Applied,No,No,Pending,No,11,First Violation
VLT000482,Illegal U Turn,564,Bihar,2020-03-30,10:15:33,Electric Scooter,Grey,1994,Andhra Pradesh,No,NA,56,Male,0,2,Clear,Wet,OFF6109,Permanent,City Traffic Police,Valid,Yellow,114,137,0.0,Not Applied,No,Yes,Online,No,10,Fine Paid On Spot
VLT000483,Illegal U Turn,564,Manipur,2020-03-30,18:47:23,Tractor,Green,1992,Delhi,NA,NA,74,Male,0,6,Windy,Dry,OFF6315,Commercial,Special Task Force,Expired,Yellow,21,179,0.02,Negative,No,Yes,Online,No,2,Fine Paid On Spot
VLT000484,Mobile Phone Usage,4776,Himachal Pradesh,2020-03-30,04:54:47,E-Rickshaw,Black,2017,Andhra Pradesh,NA,NA,76,Female,2,4,Windy,Wet,OFF1892,Permanent,RTO Enforcement,Valid,Yellow,57,83,0.0,Not Applied,No,No,Pending,No,19,Repeat Offender
